,Year?,NYC College?,Student?,Alum?,Occupation?,Verified,Link?,Parent?,Views My Own?,Consecutive Upper,Name Emojis,Name Title,Emojis,Tweet Count,Followers,Friends,Liked Posts,Last Tweet Time,Account_Age,Tweet_Rate,Output
109,0,0,0,0,0,0,0,0,0,1,0,0,0,298,7,11,650,50.630470251223144,0.11443412619459585,2604.118281055857,0
110,0,0,0,0,1,0,1,0,0,1,0,0,0,331,644,4734,488,50.28459648388978,6.746835291048704,49.060038628651704,0
111,0,0,0,0,0,0,0,0,0,1,4,0,0,19042,5356,5851,27370,50.63070753162471,5.957882455598607,3196.101994611572,0
112,0,1,1,0,0,0,0,0,0,1,0,0,0,9,9,41,7,50.49332246431922,0.9286461171025296,9.691528165843103,1
113,0,0,0,0,0,0,1,0,0,1,0,0,0,2,6,165,0,50.288055080234244,0.3456472412603803,5.786246095027777,0
114,0,0,0,0,1,0,1,0,0,1,0,0,0,12973,7864,776,18688,50.62749382082287,10.93560576155343,1186.3083109313875,0
115,0,0,0,0,1,0,0,1,0,1,0,0,0,1590,122,1531,3491,50.616580443379725,8.918794787334859,178.27520846851198,0
116,0,0,0,0,1,0,1,0,0,1,0,0,0,3219,333,1678,37281,50.482177383577955,6.770900207265399,475.4168428809373,0
117,0,0,0,0,0,0,0,0,0,1,0,0,0,289,24,264,3520,50.629885035617406,0.6810679323141994,424.33358889473396,0
118,1,0,0,0,0,0,0,0,0,1,0,0,0,662,89,104,2744,50.623092630618295,1.538731579875364,430.22448402184716,1
119,0,0,0,0,0,0,1,0,0,1,0,0,0,3458,1375,863,1708,50.62994220092783,5.755712011711871,600.7944791128485,0
120,0,0,0,0,0,0,1,0,0,4,0,0,0,13,12,146,1,50.31347066950592,0.7290403066392431,17.831661544102932,0
121,0,0,0,0,1,0,1,0,0,1,0,0,0,53,10,31,63,50.617111535731496,0.9794097897431546,54.11422323427969,0
122,0,0,0,0,0,0,0,0,0,1,0,0,4,3759,263,615,44969,50.63061620655564,6.3076517980074085,595.9428516944247,0
123,0,0,0,0,1,0,1,0,0,1,0,0,0,440,77,740,838,50.630641715466325,3.9240499398179383,112.12905206308723,0
124,0,0,0,0,1,0,1,0,0,1,0,0,0,1186,335,218,7603,50.62138904732932,1.984372080918656,597.6701705311973,0
125,0,0,0,0,0,0,1,0,0,0,0,0,0,54,64,532,11,50.40025290262884,4.085690653940686,13.216859663106533,0
126,0,0,0,0,0,1,1,0,0,0,0,0,0,12810,30920,3625,4488,50.63064716581743,11.137484896848893,1150.1699098711513,0
127,0,0,0,0,0,0,0,0,0,1,0,0,0,327,235,4567,4,50.630510209901885,1.2437681376530083,262.91073882713334,0
128,0,0,0,0,1,0,0,0,0,1,0,0,0,29,60,169,86,50.48263920576978,2.0834773994473146,13.919037474413138,0
129,0,0,0,0,0,0,1,0,0,4,0,0,8,109,55,131,44,50.28253644130099,1.4892664962100597,73.19039290643228,0
130,0,1,0,0,0,0,1,0,0,1,0,0,0,249,80,131,188,50.52101294141506,3.203422135422167,77.72937486029615,0
131,0,0,0,0,0,0,0,0,0,1,0,0,0,97,20,170,78,50.46037141607727,4.889313299515762,19.839186826012334,0
132,0,1,0,0,0,0,1,0,0,1,0,0,0,172,158,215,234,50.628165259715566,3.048163465561341,56.427419967230975,0
133,0,0,1,0,1,0,0,0,1,1,0,0,0,1141,397,2157,8839,50.630174569675766,6.630798657219647,172.07580247632362,1
134,0,0,0,0,0,0,1,0,0,0,0,0,3,31279,321,321,56715,50.62905030800821,11.088023414488898,2820.9716764421,1
135,0,1,0,1,0,0,0,0,0,1,0,0,0,27,39,128,706,50.45002037544047,2.0647803502420516,13.076451447649053,0
136,0,1,0,0,0,0,1,0,0,4,0,0,0,368,179,317,229,50.56126882272415,1.5638456150277136,235.31734620330693,0
137,0,0,0,0,0,0,1,0,0,1,0,0,0,7919,10625,7352,623,50.63023937181535,11.274299737014177,702.3939565844133,0
138,0,0,0,0,0,1,1,0,1,1,0,0,0,10063,1946,2668,2412,50.63037439475752,11.32151612862824,888.8385518043928,0
139,0,0,0,0,0,0,1,0,0,1,0,0,0,1820,754,583,190,50.621778398864286,7.145814554364038,254.6945468782846,0
140,0,0,0,0,0,0,0,1,0,1,0,0,0,165,97,1622,746,50.622298273632964,2.45394235875981,67.23874316403618,0
141,0,1,1,0,1,0,0,0,0,1,0,0,0,23,75,287,85,50.558518011509115,0.3565811628601284,64.50144425891033,1
142,0,0,0,0,0,0,0,0,0,0,0,0,2,934,67,70,3749,50.62871153066139,1.7138950587203967,544.9575195679305,1
143,0,0,0,0,0,0,0,0,0,1,0,0,0,7,11,69,137,50.55051765660252,0.8767000565656066,7.984486766684912,1
144,0,0,0,0,0,0,1,0,0,1,2,0,8,198,52,453,1058,50.630415906152564,8.142337737369084,24.31734059510737,0
145,0,0,0,0,0,0,1,0,0,1,0,0,0,23,29,16,0,42.67666897989707,8.427512592237639,2.7291564086400406,0
146,0,0,0,0,0,0,1,1,0,3,2,0,0,8420,448,854,18127,50.630599475245255,6.900117733313008,1220.2690338672294,0
147,0,0,0,1,0,0,0,1,0,1,0,0,0,2939,456,1925,4394,50.63032090526529,12.589841191370652,233.44218209952115,0
148,0,0,0,0,0,0,1,0,0,1,0,0,0,134,176,897,7,49.559753403300626,1.4995207297385915,89.36188566286773,0
149,0,0,0,0,0,0,1,0,0,1,0,0,0,10499,6449,4194,9199,50.6306357897939,10.946707302862023,959.101189930878,0
150,0,0,0,0,0,0,1,0,0,1,0,0,2,242,190,1511,548,50.57209150886,0.6719806228951121,360.1294319431192,1
151,0,0,0,0,1,0,1,0,0,1,0,0,0,573,135,256,957,50.63034121732958,6.707165861180781,85.43101689438834,0
152,0,0,0,0,0,0,0,1,0,1,0,0,0,4993,66,1222,13367,50.628801810023575,9.41349308505078,530.4088455675607,0
153,0,0,0,0,1,0,1,0,0,1,0,0,0,391,99,1680,147,50.63043292265571,0.3306084867289838,1182.6677647283816,0
154,0,1,0,0,0,0,1,0,0,1,0,0,0,1526,292,384,22,49.787143762516784,8.476227450148253,180.03292254425162,0
155,0,0,0,0,0,0,1,0,0,1,0,0,0,215,480,5001,777,50.62719601617361,1.771039381347079,121.3976392983807,0
156,0,0,0,0,0,0,0,0,0,1,0,0,0,60,13,300,1547,50.620266718635136,2.7236187069065707,22.02951530911856,1
157,0,0,0,0,1,0,1,0,0,1,0,1,0,598,324,322,3382,50.62968571754506,1.7379089785281068,344.09166842930193,0
158,0,0,0,0,1,0,1,0,0,1,0,0,4,14,14,52,19,49.84593863284914,1.338893780921191,10.456393329699138,0
159,0,0,0,0,0,0,1,0,0,1,0,0,7,1502,76,96,160,50.20657328187188,9.064205031595394,165.70675473077117,1
160,0,0,0,0,1,0,0,0,0,1,0,0,0,909,340,1406,5488,50.628456536618756,11.390259886074945,79.80502719795619,0
161,0,0,0,0,1,1,1,0,0,1,0,0,0,6517,2973,573,3283,50.62731053692296,8.965627879838726,726.8871837358957,0
162,0,0,0,0,0,0,1,0,0,1,0,0,0,19882,2878,2801,9358,50.630591648287584,11.521386365908642,1725.6603822288355,0
163,0,1,0,0,0,0,1,0,0,4,0,0,0,185,162,302,333,50.42782518315715,1.8745498827793805,98.69035852260274,0
164,0,0,0,0,0,1,1,0,0,1,0,0,0,16691,40773,7804,6886,50.62880393312546,9.209100228813297,1812.4463395215798,0
165,0,0,0,0,0,0,1,0,0,2,0,0,0,2623,712,1125,37,50.62569523664664,9.560717493751065,274.35179438304783,0
166,0,0,0,0,0,0,1,0,0,1,0,0,0,12238,4881,4256,14345,50.63028557304738,10.814799299718564,1131.5975138177992,0
167,0,0,0,0,0,0,0,0,0,1,0,0,2,2,13,50,64,50.18950740867493,0.522712807852143,3.826192834681276,1
168,0,0,0,1,0,0,0,0,0,1,0,0,0,222853,1147,4679,99671,50.63071520014197,10.086898730600506,22093.311923905167,0
169,0,0,0,0,0,0,0,0,0,1,0,0,0,5552,375,271,10423,50.63054722158846,8.391578659501192,661.6156774880328,1
170,1,0,0,1,0,0,1,0,0,1,0,0,1,2159,404,1146,21148,50.628772847111314,9.809057618610883,220.1026932397353,1
171,0,0,0,0,0,0,1,0,0,0,0,0,0,325,516,3428,908,50.61011940071489,1.0989039211092917,295.74924045400434,0
172,0,0,0,0,0,0,0,0,0,1,0,0,0,36,5,136,74,50.476586654244926,3.5721925211383248,10.077844289458437,1
173,0,0,0,0,0,0,0,0,0,1,0,0,0,143,355,3634,182,49.163110375947475,1.9982943373640127,71.56102948709444,0
174,0,0,0,0,0,0,0,1,0,1,0,0,0,1268,631,944,3658,50.616539946003506,11.514740454939494,110.11972045414744,0
175,0,0,0,0,0,0,1,0,0,1,0,0,0,13589,17659,3426,8726,50.63061718888635,11.513182985423436,1180.2991420534795,0
176,0,0,0,0,0,0,1,0,0,1,0,0,0,107,107,294,127,50.53779229092201,3.1398509196136133,34.07805107293671,0
177,0,1,0,0,0,0,0,0,0,1,1,0,0,40,93,90,1035,50.61110356934622,6.977906390380597,5.732378418710525,1
178,0,0,0,0,1,0,1,0,0,1,0,0,0,6196,1904,3172,17872,50.63031798996121,11.510610292949991,538.2859676688839,0
179,0,0,0,0,0,0,1,0,0,1,0,0,3,263,1530,339,177,50.61411133926536,1.6290407502724726,161.44470293699572,0
180,0,0,0,0,1,0,1,0,0,3,0,0,0,18,88,459,59,50.61115293938703,0.3512507408927985,51.24544350923829,0
181,0,0,0,0,0,0,1,1,1,1,0,0,0,876,714,973,548,50.62869888711435,11.439351166780698,76.57776977280494,0
182,0,0,0,0,0,0,0,1,0,1,0,0,0,9873,1477,3492,17812,50.62839813547292,10.171643641493606,970.6395886427504,0
183,0,0,0,0,0,0,0,0,0,1,0,0,0,18,13,64,8,48.94204942707936,1.818316360585044,9.899267470820368,0
184,0,0,0,0,0,0,0,0,0,1,0,0,0,263,189,198,1051,50.61645305726671,1.322403722243605,198.88026294556343,1
185,0,1,1,0,0,0,0,0,0,1,0,0,0,5,30,57,84,50.595278253099096,0.3100511986042915,16.126368878777797,1
186,0,0,0,0,1,0,1,0,0,1,0,0,4,1102,562,1668,1955,50.62201491875175,8.358908674322464,131.83539178807015,0
187,0,0,0,0,1,0,0,0,0,1,0,0,0,25032,525,915,13097,50.630406811671364,11.461023188734208,2184.0981898200503,0
188,0,1,0,0,1,0,0,0,0,0,0,0,0,83,25,232,439,50.614319086369036,0.573332521509829,144.7676468472879,0
189,0,0,0,0,1,0,1,0,0,1,0,0,0,521,414,475,2380,50.61893246000963,5.060181141176725,102.9607410217816,0
190,0,0,0,0,1,0,0,0,1,1,0,0,0,116752,13195,1100,28458,50.630487996552326,8.407333554541493,13886.92374848535,0
191,0,1,1,0,0,0,0,0,0,1,0,0,0,16,25,62,11,50.53466153953406,0.15351515023559414,104.22424090029794,1
192,0,0,0,0,0,0,0,0,0,1,0,0,0,155,4,11,5,50.35965868760616,11.170606807260327,13.875700995872295,0
193,0,0,0,0,0,0,1,0,0,1,0,0,7,459,30,35,1226,50.623414042892996,0.8755721507679541,524.2286424909888,1
194,0,1,0,0,1,0,1,0,0,1,0,0,0,747,57,289,1128,50.62880025730728,6.868971321672071,108.74990810387638,0
195,0,0,0,0,0,0,0,1,0,1,0,0,0,213,5,43,381,49.63782499302862,7.2328753891550255,29.44886902370422,0
196,0,0,0,0,0,0,1,0,0,1,0,0,0,19,35,271,46,50.45726940578498,5.903160993890491,3.2186145727118323,0
197,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9,366,76,50.30927795523107,4.095146104427294,2.686106849303329,1
198,0,0,0,0,0,0,0,0,0,1,0,0,0,446,432,1351,760,50.55885818313181,8.515685076837231,52.37394243395938,0
199,0,0,0,0,0,0,0,0,0,1,0,0,2,90,82,396,109,48.21934225036125,5.158991095038868,17.445271438159352,0
200,0,1,0,0,1,0,0,0,0,1,0,0,0,309,138,115,71,50.62961714452303,7.221977380434463,42.78606588233472,0
201,0,0,0,0,0,0,0,0,0,1,0,0,0,26009,1230,1328,29135,50.630312951555254,5.144761844398769,5055.433232213976,0
202,0,0,0,0,0,0,0,0,0,6,0,0,0,217,26,47,1023,50.60948215326896,0.4758114275190378,456.06302717754204,1
203,0,0,0,1,0,0,1,0,1,0,0,0,0,2824,534,2062,1663,50.61746900905012,9.684075575480982,291.6127593169614,0
204,0,0,0,0,0,0,1,0,0,1,0,0,0,29525,1838,4913,39626,50.63070078206199,8.988128798793273,3284.8883967888805,0
205,0,1,0,0,1,0,1,0,0,1,0,0,0,2097,301,250,2693,50.61877325905646,7.573618728318966,276.8821715514914,0
206,0,1,1,0,0,0,0,0,0,1,0,0,0,57,78,217,377,50.61202157325018,0.8053459928852255,70.7770331057243,1
207,1,0,0,0,0,0,1,0,0,0,0,0,0,97,189,105,1990,50.49671492762441,3.034035912270729,31.97061696194736,1
208,0,0,0,0,1,1,1,0,0,1,0,0,0,14303,53385,3327,8531,50.63065648211524,9.473107409333995,1509.8530378645382,0
209,0,1,1,0,0,0,0,0,1,1,0,0,2,478,80,466,886,50.62032698937815,0.9807585401004764,487.3778615794975,1
210,0,0,0,0,0,0,0,0,0,1,0,0,1,108,4,47,1339,50.62763251958325,1.6052639207377868,67.27865655285062,1
211,0,0,0,0,0,0,1,0,0,2,0,0,0,981,242,447,449,50.62995284812534,2.383939158262941,411.5037905224085,0
212,0,0,0,0,1,0,0,0,1,0,0,0,0,1164,146,898,2600,50.61672348340811,5.446259043171805,213.72468528821705,0
